FIPS,vets_2016
29173,813
29175,"1,852"
29177,"1,923"
29179,652
29181,"1,200"
29183,"26,722"
29185,"1,027"
29186,"1,371"
29187,"5,295"
29189,"61,182"
29195,"1,689"
29197,276
29199,348
29201,"3,006"
29203,669
29205,471
29207,"2,533"
29209,"3,363"
29211,402
29213,"4,851"
29215,"2,427"
29217,"1,606"
29219,"2,750"
29221,"1,979"
29223,"1,298"
29225,"2,724"
29227,181
29229,"1,586"
29510,"17,636"
30001,770
30003,624
30005,453
30007,648
30009,"1,027"
30011,100
30013,"11,156"
30015,408
30017,"1,069"
30019,156
30021,710
30023,923
30025,165
30027,"1,012"
30029,"8,755"
30031,"6,003"
30033,71
30035,702
30037,80
30039,388
30041,"1,325"
30043,"1,376"
30045,180
30047,"2,700"
30049,"6,713"
30051,139
30053,"2,504"
30055,143
30057,730
30059,198
30061,565
30063,"8,537"
30065,553
30067,"1,421"
30069,22
30071,386
30073,505
30075,114
30077,728
30079,115
30081,"4,532"
30083,853
30085,616
30087,714
30089,"1,418"
30091,257
30093,"2,965"
30095,847
30097,358
30099,610
30101,470
30103,70
30105,701
30107,192
30109,95
30111,"13,508"
31001,"2,247"
31003,538
31005,35
31007,42
31009,32
31011,420
31013,867
31015,197
31017,248
31019,"2,645"
31021,537
31023,602
31025,"2,826"
31027,645
31029,286
31031,497
31033,718
31035,496
31037,502
31039,621
31041,746
31043,"1,104"
31045,692
31047,"1,087"
31049,192
31051,425
31053,"2,944"
31055,"33,438"
31057,175
31059,464
31061,252
31063,199
31065,326
31067,"1,625"
31069,177
31071,181
31073,139
31075,68
31077,192
31079,"4,004"
31081,794
31083,300
31085,117
31087,225
31089,785
31091,66
31093,512
31095,569
31097,338
31099,523
31101,734
31103,60
31105,307
31107,737
31109,"18,048"
31111,"3,026"
31113,72
31115,65
31117,40
31119,"2,340"
31121,648
31123,330
31125,248
31127,552
31129,474
31131,"1,254"
31133,224
31135,196
31137,595
31139,569
31141,"2,033"
31143,374
31145,851
31147,726
31149,120
31151,830
31153,"18,791"
31155,"1,668"
31157,"2,575"
31159,"1,064"
31161,431
31163,274
31165,112
31167,380
31169,455
31171,56
31173,363
31175,371
31177,"1,509"
31179,602
31181,306
31183,74
31185,858
32001,"3,523"
32003,"151,579"
32005,"4,916"
32007,"3,187"
32009,97
32011,273
32013,"1,215"
32015,427
32017,419
32019,"6,445"
32021,600
32023,"6,261"
32027,486
32029,465
32031,"36,096"
32033,783
32510,"5,223"
33001,"5,678"
33003,"4,729"
33005,"6,460"
33007,"3,365"
33009,"7,276"
33011,"29,963"
33013,"12,818"
33015,"23,281"
33017,"10,650"
33019,"3,898"
34001,"15,558"
34003,"29,500"
34005,"32,631"
34007,"27,505"
34009,"8,195"
34011,"7,624"
34013,"23,251"
34015,"16,835"
34017,"14,567"
34019,"6,052"
34021,"13,576"
34023,"27,266"
34025,"27,102"
34027,"20,206"
34029,"41,058"
34031,"14,904"
34033,"4,371"
34035,"10,684"
34037,"8,199"
34039,"16,253"
34041,"6,182"
35001,"53,591"
35003,339
35005,"5,098"
35006,"1,756"
35007,"1,363"
35009,"5,169"
35011,192
35013,"14,459"
35015,"3,904"
35017,"3,189"
35019,305
35021,113
35023,311
35025,"3,461"
35027,"2,172"
35028,"1,353"
35029,"2,079"
35031,"3,171"
35033,334
35035,"8,680"
35037,857
35039,"2,217"
35041,"1,174"
35043,"12,433"
35045,"7,831"
35047,"2,111"
35049,"10,105"
35051,"1,919"
35053,"1,119"
35055,"2,571"
35057,"1,261"
35059,327
35061,"6,346"
36001,"16,543"
36003,"4,017"
36005,"30,554"
36007,"13,495"
36009,"6,811"
36011,"5,719"
36013,"10,305"
36015,"7,307"
36017,"4,060"
36019,"7,445"
36021,"4,106"
36023,"3,043"
36025,"3,407"
36027,"14,951"
36029,"58,517"
36031,"3,365"
36033,"3,654"
36035,"4,029"
36037,"4,430"
36039,"3,702"
36041,576
36043,"5,264"
36045,"14,805"
36047,"44,347"
36049,"2,331"
36051,"3,657"
36053,"5,087"
36055,"39,801"
36057,"3,512"
36059,"48,869"
36061,"35,092"
36063,"15,527"
36065,"17,081"
36067,"29,441"
36069,"8,000"
36071,"21,198"
36073,"2,982"
36075,"9,530"
36077,"4,394"
36079,"4,404"
36081,"47,672"
36083,"10,370"
36085,"17,415"
36087,"9,176"
36089,"8,718"
36091,"18,140"
36093,"9,489"
36095,"2,641"
36097,"1,604"
36099,"2,664"
36101,"9,131"
36103,"68,418"
36105,"4,461"
36107,"4,275"
36109,"4,222"
36111,"10,668"
36113,"5,977"
36115,"5,045"
36117,"7,038"
36119,"29,663"
36121,"2,850"
36123,"1,835"
37001,"9,832"
37003,"2,284"
37005,863
37007,"1,532"
37009,"1,896"
37011,"1,178"
37013,"3,571"
37015,"1,124"
37017,"2,065"
37019,"13,741"
37021,"18,739"
37023,"6,811"
37025,"13,007"
37027,"5,526"
37029,"1,247"
37031,"8,042"
37033,"1,570"
37035,"9,901"
37037,"5,380"
37039,"2,695"
37041,"1,273"
37043,"1,100"
37045,"6,299"
37047,"3,854"
37049,"15,848"
37051,"58,013"
37053,"3,216"
37055,"3,186"
37057,"10,705"
37059,"2,956"
37061,"3,460"
37063,"14,909"
37065,"3,507"
37067,"23,883"
37069,"3,836"
37071,"14,438"
37073,"1,092"
37075,565
37077,"3,826"
37079,"1,080"
37081,"31,149"
37083,"3,275"
37085,"14,367"
37087,"5,748"
37089,"9,413"
37091,"1,453"
37093,"7,099"
37095,269
37097,"10,483"
37099,"2,953"
37101,"13,353"
37103,"1,114"
37105,"4,861"
37107,"4,286"
37109,"5,223"
37111,"3,394"
37113,"3,656"
37115,"1,489"
37117,"1,678"
37119,"50,793"
37121,"1,043"
37123,"1,731"
37125,"10,069"
37127,"6,491"
37129,"15,978"
37131,"1,485"
37133,"34,739"
37135,"5,606"
37137,"1,389"
37139,"4,399"
37141,"5,365"
37143,"1,517"
37145,"2,744"
37147,"10,747"
37149,"1,851"
37151,"9,168"
37153,"3,337"
37155,"7,541"
37157,"6,409"
37159,"10,235"
37161,"4,454"
37163,"3,934"
37165,"2,490"
37167,"3,976"
37169,"3,185"
37171,"4,548"
37173,"1,061"
37175,"3,357"
37177,258
37179,"12,094"
37181,"2,564"
37183,"52,400"
37185,"1,509"
37187,775
37189,"2,804"
37191,"12,604"
37193,"4,742"
37195,"5,163"
37197,"2,252"
37199,"1,258"
38001,201
38003,785
38005,379
38007,102
38009,521
38011,221
38013,155
38015,"6,628"
38017,"10,178"
38019,331
38021,328
38023,194
38025,362
38027,162
38029,260
38031,217
38033,134
38035,"4,785"
38037,189
38039,190
38041,195
38043,146
38045,255
38047,138
38049,470
38051,200
38053,788
38055,823
38057,666
38059,"2,070"
38061,532
38063,291
38065,107
38067,529
38069,298
38071,934
38073,349
38075,282
38077,"1,008"
38079,600
38081,275
38083,115
38085,204
38087,48
38089,"1,867"
38091,183
38093,"1,479"
38095,160
38097,592
38099,790
38101,"6,933"
38103,290
38105,"2,099"
39001,"1,886"
39003,"7,218"
39005,"4,036"
39007,"8,437"
39009,"3,357"
39011,"3,255"
39013,"5,377"
39015,"3,500"
39017,"23,946"
39019,"2,418"
39021,"3,141"
39023,"13,514"
39025,"14,833"
39027,"3,245"
39029,"8,957"
39031,"2,759"
39033,"3,607"
39035,"72,820"
39037,"3,797"
39039,"2,722"
39041,"10,037"
39043,"6,356"
39045,"11,193"
39047,"2,156"
39049,"70,153"
39051,"2,796"
39053,"2,278"
39055,"5,270"
39057,"16,976"
39059,"3,164"
39061,"45,934"
39063,"5,466"
39065,"2,081"
39067,"1,354"
39069,"2,098"
39071,"3,374"
39073,"2,287"
39075,"1,469"
39077,"4,177"
39079,"2,455"
39081,"5,442"
39083,"4,450"
39085,"16,660"
39087,"4,723"
39089,"13,539"
39091,"3,485"
39093,"23,381"
39095,"26,664"
39097,"2,815"
39099,"17,660"
39101,"4,937"
39103,"12,421"
39105,"1,822"
39107,"2,586"
39109,"8,570"
39111,"1,244"
39113,"44,379"
39115,"1,204"
39117,"2,736"
39119,"6,600"
39121,984
39123,"3,601"
39125,"1,464"
39127,"2,608"
39129,"4,209"
39131,"2,017"
39133,"10,836"
39135,"3,190"
39137,"1,809"
39139,"9,717"
39141,"6,182"
39143,"4,440"
39145,"5,690"
39147,"3,976"
39149,"3,273"
39151,"26,646"
39153,"35,841"
39155,"18,072"
39157,"6,627"
39159,"3,240"
39161,"2,027"
39163,959
39165,"15,083"
39167,"5,308"
39169,"7,026"
39171,"2,650"
39173,"7,968"
39175,"1,604"
40001,"1,349"
40003,471
40005,"1,039"
40007,315
40009,"1,233"
40011,661
40013,"3,216"
40015,"2,102"
40017,"10,571"
40019,"3,597"
40021,"3,464"
40023,"1,149"
40025,132
40027,"22,316"
40029,372
40031,"19,010"
40033,561
40035,"1,213"
40037,"6,186"
40039,"1,829"
40041,"3,961"
40043,333
40045,285
40047,"5,321"
40049,"1,893"
40051,"4,191"
40053,350
40055,432
40057,198
40059,187
40061,934
40063,"1,022"
40065,"3,292"
40067,426
40069,813
40071,"3,574"
40073,733
40075,771
40077,879
40079,"3,983"
40081,"3,159"
40083,"3,722"
40085,658
40087,"2,862"
40089,"2,332"
40091,"2,062"
40093,579
40095,"1,205"
40097,"3,538"
40099,"1,168"
40101,"5,850"
40103,815
40105,818
40107,894
40109,"57,611"
40111,"3,280"
40113,"3,684"
40115,"2,610"
40117,"1,356"
40119,"4,362"
40121,"4,006"
40123,"2,611"
40125,"6,194"
40127,"1,026"
40129,238
40131,"8,505"
40133,"1,916"
40135,"3,218"
40137,"3,873"
40139,633
40141,574
40143,"43,150"
40145,"6,423"
40147,"4,181"
40149,844
40151,554
40153,"1,198"
41001,"1,869"
41003,"5,792"
41005,"30,006"
41007,"3,940"
41009,"4,997"
41011,"7,465"
41013,"2,367"
41015,"3,216"
41017,"14,994"
41019,"13,153"
41021,242
41023,749
41025,664
41027,"1,307"
41029,"20,566"
41031,"1,726"
41033,"8,879"
41035,"7,814"
41037,858
41039,"30,464"
41041,"5,557"
41043,"11,933"
41045,"2,035"
41047,"22,849"
41049,863
41051,"41,815"
41053,"6,753"
41055,205
41057,"2,533"
41059,"5,583"
41061,"2,140"
41063,716
41065,"2,580"
41067,"35,395"
41069,178
41071,"8,130"
42001,"8,882"
42003,"84,170"
42005,"5,641"
42007,"14,947"
42009,"3,937"
42011,"24,508"
42013,"10,853"
42015,"5,541"
42017,"35,848"
42019,"14,134"
42021,"11,923"
42023,544
42025,"5,296"
42027,"8,047"
42029,"25,304"
42031,"2,876"
42033,"6,914"
42035,"3,148"
42037,"4,807"
42039,"7,180"
42041,"20,788"
42043,"19,468"
42045,"29,581"
42047,"2,796"
42049,"21,143"
42051,"10,311"
42053,620
42055,"13,054"
42057,"1,205"
42059,"3,006"
42061,"3,547"
42063,"5,928"
42065,"3,737"
42067,"1,498"
42069,"15,481"
42071,"31,588"
42073,"7,164"
42075,"10,948"
42077,"21,268"
42079,"24,703"
42081,"8,944"
42083,"3,754"
42085,"9,831"
42087,"3,996"
42089,"10,454"
42091,"42,223"
42093,"1,528"
42095,"20,406"
42097,"7,799"
42099,"3,758"
42101,"67,966"
42103,"4,929"
42105,"1,687"
42107,"12,331"
42109,"2,300"
42111,"6,249"
42113,718
42115,"3,558"
42117,"3,768"
42119,"2,731"
42121,"5,157"
42123,"3,888"
42125,"16,436"
42127,"4,483"
42129,"28,774"
42131,"2,222"
42133,"33,285"
44001,"2,945"
44003,"12,805"
44005,"7,628"
44007,"32,838"
44009,"9,254"
45001,"1,769"
45003,"13,991"
45005,531
45007,"15,444"
45009,"1,264"
45011,"1,333"
45013,"22,735"
45015,"22,816"
45017,"1,049"
45019,"32,530"
45021,"3,702"
45023,"2,339"
45025,"2,781"
45027,"2,732"
45029,"3,963"
45031,"5,118"
45033,"2,016"
45035,"17,276"
45037,"1,796"
45039,"1,665"
45041,"10,158"
45043,"6,169"
45045,"31,849"
45047,"4,778"
45049,"1,341"
45051,"29,557"
45053,"2,144"
45055,"6,210"
45057,"5,380"
45059,"5,044"
45061,"1,062"
45063,"23,560"
45065,"1,041"
45067,"2,276"
45069,"2,005"
45071,"2,544"
45073,"6,356"
45075,"6,482"
45077,"7,339"
45079,"36,941"
45081,"1,283"
45083,"20,300"
45085,"12,685"
45087,"2,010"
45089,"2,013"
45091,"16,572"
46003,216
46005,"1,160"
46007,181
46009,503
46011,"1,913"
46013,"2,562"
46015,345
46017,112
46019,994
46021,101
46023,628
46025,237
46027,770
46029,"2,110"
46031,238
46033,"1,164"
46035,"1,376"
46037,565
46039,347
46041,379
46043,270
46045,281
46047,931
46049,176
46051,562
46053,338
46055,120
46057,439
46059,245
46061,216
46063,63
46065,"1,289"
46067,501
46069,103
46071,198
46073,133
46075,53
46077,371
46079,909
46081,"2,190"
46083,"3,003"
46085,238
46087,404
46089,241
46091,302
46093,"3,228"
46095,87
46097,155
46099,"12,539"
46101,455
46102,648
46103,"12,418"
46105,230
46107,200
46109,750
46111,190
46115,457
46117,200
46119,77
46121,479
46123,338
46125,628
46127,"1,170"
46129,422
46135,"1,669"
46137,75
47001,"6,557"
47003,"3,091"
47005,"1,605"
47007,952
47009,"11,273"
47011,"7,624"
47013,"2,894"
47015,"1,076"
47017,"2,267"
47019,"4,952"
47021,"3,087"
47023,"1,114"
47025,"1,909"
47027,552
47029,"2,910"
47031,"4,958"
47033,811
47035,"6,876"
47037,"33,007"
47039,956
47041,"1,225"
47043,"4,019"
47045,"2,520"
47047,"2,762"
47049,"1,279"
47051,"3,702"
47053,"3,573"
47055,"2,205"
47057,"1,443"
47059,"5,203"
47061,939
47063,"4,596"
47065,"23,854"
47067,372
47069,"1,544"
47071,"2,142"
47073,"4,788"
47075,"1,235"
47077,"1,739"
47079,"3,297"
47081,"1,689"
47083,741
47085,"1,600"
47087,813
47089,"4,398"
47091,"1,347"
47093,"30,972"
47095,366
47097,"1,542"
47099,"2,804"
47101,863
47103,"2,656"
47105,"5,074"
47107,"4,022"
47109,"2,008"
47111,"1,395"
47113,"6,538"
47115,"2,193"
47117,"2,138"
47119,"5,818"
47121,996
47123,"3,749"
47125,"33,767"
47127,524
47129,"1,764"
47131,"2,220"
47133,"1,337"
47135,567
47137,538
47139,"1,236"
47141,"4,667"
47143,"2,442"
47145,"5,215"
47147,"5,193"
47149,"20,281"
47151,"1,217"
47153,"1,165"
47155,"8,177"
47157,"55,617"
47159,"1,313"
47161,"1,789"
47163,"12,596"
47165,"12,614"
47167,"5,091"
47169,459
47171,"1,515"
47173,"1,219"
47175,430
47177,"2,429"
47179,"10,206"
47181,"1,106"
47183,"2,360"
47185,"2,094"
47187,"9,964"
47189,"8,940"
48001,"3,441"
48003,686
48005,"5,712"
48007,"2,623"
48009,681
48011,177
48013,"3,087"
48015,"1,765"
48017,332
48019,"2,607"
48021,"5,763"
48023,236
48025,"2,129"
48027,"58,869"
48029,"163,643"
48031,"1,004"
48033,47
48035,"1,558"
48037,"7,507"
48039,"18,926"
48041,"8,421"
48043,884
48045,82
48047,284
48049,"3,144"
48051,"1,360"
48053,"3,984"
48055,"2,495"
48057,"1,397"
48059,"1,346"
48061,"16,007"
48063,860
48065,388
48067,"2,563"
48069,243
48071,"2,380"
48073,"3,261"
48075,505
48077,885
48079,127
48081,263
48083,720
48085,"45,262"
48087,176
48089,"1,283"
48091,"13,247"
48093,"1,001"
48095,176
48097,"2,792"
48099,"13,012"
48101,91
48103,160
48105,152
48107,258
48109,112
48111,360
48113,"101,081"
48115,533
48117,616
48119,557
48121,"41,188"
48123,"1,320"
48125,174
48127,394
48129,261
48131,579
48133,"1,465"
48135,"7,027"
48137,151
48139,"11,211"
48141,"57,806"
48143,"2,074"
48145,"1,248"
48147,"3,051"
48149,"1,782"
48151,301
48153,342
48155,90
48157,"27,837"
48159,862
48161,"1,262"
48163,930
48165,488
48167,"23,973"
48169,208
48171,"2,335"
48173,52
48175,543
48177,"1,119"
48179,"1,404"
48181,"9,490"
48183,"8,437"
48185,"1,765"
48187,"18,668"
48189,"1,383"
48191,232
48193,798
48195,208
48197,204
48199,"4,210"
48201,"181,297"
48203,"4,525"
48205,244
48207,291
48209,"12,452"
48211,206
48213,"6,820"
48215,"21,164"
48217,"2,779"
48219,"1,098"
48221,"5,632"
48223,"2,433"
48225,"1,761"
48227,"2,385"
48229,144
48231,"7,627"
48233,"1,437"
48235,113
48237,523
48239,914
48241,"2,525"
48243,172
48245,"16,736"
48247,304
48249,"1,995"
48251,"11,119"
48253,"1,131"
48255,784
48257,"7,786"
48259,"3,247"
48261,12
48263,46
48265,"5,513"
48267,434
48269,2
48271,332
48273,"2,039"
48275,205
48277,"3,756"
48279,611
48281,"3,191"
48283,139
48285,"1,262"
48287,"1,203"
48289,"1,533"
48291,"5,116"
48293,"1,521"
48295,164
48297,"1,078"
48299,"2,554"
48301,4
48303,"15,696"
48305,248
48307,606
48309,"15,959"
48311,42
48313,832
48315,"1,090"
48317,199
48319,306
48321,"2,340"
48323,"1,254"
48325,"4,277"
48327,166
48329,"7,673"
48331,"1,816"
48333,372
48335,402
48337,"1,668"
48339,"34,272"
48341,780
48343,"1,051"
48345,71
48347,"3,390"
48349,"3,086"
48351,"1,147"
48353,"1,019"
48355,"27,454"
48357,405
48359,133
48361,"6,976"
48363,"2,023"
48365,"1,608"
48367,"10,230"
48369,332
48371,765
48373,"3,861"
48375,"6,489"
48377,294
48379,"1,168"
48381,"8,040"
48383,117
48385,385
48387,958
48389,446
48391,524
48393,48
48395,"1,010"
48397,"5,917"
48399,797
48401,"3,366"
48403,"1,236"
48405,695
48407,"2,309"
48409,"5,191"
48411,382
48413,189
48415,836
48417,218
48419,"1,490"
48421,146
48423,"14,431"
48425,662
48427,779
48429,543
48431,49
48433,129
48435,185
48437,394
48439,"120,509"
48441,"11,928"
48443,116
48445,482
48447,132
48449,"1,631"
48451,"10,058"
48453,"52,449"
48455,"1,484"
48457,"1,653"
48459,"3,033"
48461,159
48463,"1,176"
48465,"3,215"
48467,"4,094"
48469,"6,572"
48471,"3,724"
48473,"2,192"
48475,699
48477,"2,034"
48479,"5,742"
48481,"1,991"
48483,278
48485,"11,982"
48487,755
48489,766
48491,"36,043"
48493,"4,444"
48495,375
48497,"4,696"
48499,"4,364"
48501,215
48503,"1,433"
48505,358
48507,317
49001,349
49003,"2,636"
49005,"3,646"
49007,"1,333"
49009,89
49011,"18,997"
49013,951
49015,421
49017,365
49019,630
49021,"2,689"
49023,469
49025,617
49027,618
49029,561
49031,148
49033,142
49035,"44,885"
49037,592
49039,"1,324"
49041,"1,406"
49043,"1,756"
49045,"4,064"
49047,"1,633"
49049,"17,218"
49051,"1,050"
49053,"9,931"
49055,121
49057,"17,345"
50001,"2,299"
50003,"2,939"
50005,"2,462"
50007,"9,221"
50009,600
50011,"3,647"
50013,548
50015,"1,643"
50017,"2,259"
50019,"2,142"
50021,"4,694"
50023,"4,154"
50025,"3,096"
50027,"4,565"
51001,"3,130"
51003,"7,875"
51005,"1,485"
51007,"1,137"
51009,"2,543"
51011,"1,191"
51013,"13,541"
51015,"5,528"
51017,428
51019,"6,465"
51021,496
51023,"2,841"
51025,"1,125"
51027,918
51029,"1,124"
51031,"4,684"
51033,"2,777"
51035,"2,265"
51036,650
51037,869
51041,"27,471"
51043,"1,341"
51045,520
51047,"4,133"
51049,731
51051,905
51053,"2,619"
51057,857
51059,"74,073"
51061,"6,137"
51063,"1,299"
51065,"2,391"
51067,"4,408"
51069,"7,001"
51071,"1,467"
51073,"4,589"
51075,"1,716"
51077,"1,096"
51079,"1,871"
51081,738
51083,"2,620"
51085,"7,571"
51087,"19,696"
51089,"4,033"
51091,212
51093,"4,185"
51095,"9,068"
51097,567
51099,"3,140"
51101,"1,296"
51103,"1,205"
51105,"1,733"
51107,"20,283"
51109,"3,307"
51111,"1,088"
51113,"1,028"
51115,"1,036"
51117,"2,789"
51119,"1,155"
51121,"4,509"
51125,"1,104"
51127,"1,901"
51131,"1,154"
51133,"1,431"
51135,"1,139"
51137,"3,445"
51139,"1,891"
51141,"1,358"
51143,"4,917"
51145,"2,049"
51147,"1,573"
51149,"5,076"
51153,"42,376"
51155,"2,801"
51157,664
51159,546
51161,"8,076"
51163,"1,953"
51165,"4,540"
51167,"1,360"
51169,"1,476"
51171,"3,625"
51173,"2,299"
51175,"1,568"
51177,"14,496"
51179,"21,484"
51181,666
51183,828
51185,"2,842"
51187,"3,498"
51191,"4,226"
51193,"1,866"
51195,"2,582"
51197,"2,258"
51199,"9,698"
51510,"11,493"
51520,"1,369"
51530,402
51540,"1,868"
51550,"31,179"
51570,"1,898"
51580,455
51590,"3,609"
51595,366
51600,"1,708"
51610,747
51620,742
51630,"2,144"
51640,434
51650,"21,812"
51660,"1,521"
51670,"2,216"
51678,245
51680,"4,676"
51683,"2,564"
51685,920
51690,"1,060"
51700,"24,685"
51710,"30,328"
51720,236
51730,"3,690"
51735,"1,472"
51740,"11,751"
51750,804
51760,"11,760"
51770,"7,036"
51775,"2,005"
51790,"1,813"
51800,"11,359"
51810,"64,661"
51820,"1,669"
51830,"1,043"
51840,"1,939"
53001,594
53003,"2,343"
53005,"14,338"
53007,"5,046"
53009,"8,853"
53011,"35,986"
53013,459
53015,"9,712"
53017,"2,971"
53019,853
53021,"3,616"
53023,231
53025,"5,076"
53027,"6,621"
53029,"13,455"
53031,"4,006"
53033,"110,484"
53035,"37,086"
53037,"3,000"
53039,"2,011"
53041,"8,023"
53043,"1,222"
53045,"7,759"
53047,"3,456"
53049,"2,637"
53051,"1,606"
53053,"90,934"
53055,"1,535"
53057,"11,073"
53059,"1,188"
53061,"55,123"
53063,"44,671"
53065,"5,173"
53067,"32,076"
53069,471
53071,"4,600"
53073,"13,785"
53075,"2,298"
53077,"13,428"
54001,"1,333"
54003,"10,664"
54005,"1,544"
54007,"1,260"
54009,"1,878"
54011,"6,921"
54013,597
54015,748
54017,628
54019,"3,826"
54021,533
54023,904
54025,"3,226"
54027,"1,671"
54029,"2,830"
54031,"1,151"
54033,"6,430"
54035,"2,518"
54037,"4,641"
54039,"14,471"
54041,"1,396"
54043,"1,327"
54045,"2,122"
54047,"1,221"
54049,"4,809"
54051,"2,602"
54053,"2,166"
54055,"4,803"
54057,"2,151"
54059,"1,289"
54061,"5,541"
54063,972
54065,"1,588"
54067,"1,942"
54069,"3,470"
54071,607
54073,652
54075,695
54077,"2,570"
54079,"4,793"
54081,"6,550"
54083,"2,355"
54085,852
54087,"1,112"
54089,"1,048"
54091,"1,486"
54093,643
54095,751
54097,"2,058"
54099,"2,943"
54101,560
54103,"1,461"
54105,514
54107,"7,188"
54109,"1,299"
55001,"2,317"
55003,"1,348"
55005,"3,658"
55007,"1,547"
55009,"16,405"
55011,983
55013,"1,785"
55015,"2,854"
55017,"4,861"
55019,"2,010"
55021,"4,288"
55023,"1,262"
55025,"24,653"
55027,"5,901"
55029,"2,352"
55031,"3,790"
55033,"2,853"
55035,"6,650"
55037,570
55039,"6,866"
55041,935
55043,"3,112"
55045,"2,265"
55047,"1,354"
55049,"1,542"
55051,676
55053,"1,716"
55055,"6,013"
55057,"2,398"
55059,"10,457"
55061,"1,328"
55063,"7,637"
55065,962
55067,"1,637"
55069,"2,497"
55071,"5,867"
55073,"9,587"
55075,"4,474"
55077,"1,539"
55078,295
55079,"47,582"
55081,"5,209"
55083,"3,136"
55085,"3,637"
55087,"11,979"
55089,"4,963"
55091,564
55093,"2,485"
55095,"3,553"
55097,"4,703"
55099,"1,290"
55101,"12,794"
55103,"1,269"
55105,"12,013"
55107,"1,321"
55109,"5,406"
55111,"4,560"
55113,"1,627"
55115,"3,233"
55117,"7,150"
55119,"1,435"
55121,"1,907"
55123,"2,100"
55125,"2,345"
55127,"6,599"
55129,"1,635"
55131,"8,616"
55133,"22,038"
55135,"4,491"
55137,"2,184"
55139,"12,448"
55141,"6,087"
56001,"2,223"
56003,900
56005,"2,862"
56007,"1,096"
56009,"1,210"
56011,574
56013,"2,852"
56015,"1,219"
56017,519
56019,900
56021,"11,861"
56023,989
56025,"6,286"
56027,242
56029,"2,654"
56031,865
56033,"2,814"
56035,576
56037,"3,218"
56039,961
56041,"1,255"
56043,734
56045,662
72000,"82,574"
90060,"1,223"
90066,"9,933"
90069,885
90078,"4,479"
99000,"92,540"